"","country","city","lat","long","BC8000","BC7500","BC7000","BC6500","BC6000","BC5500","BC5000","BC4500","BC4000","BC3500","BC3000","BC2500","BC2000","BC1500","BC1000","BC500","AD0","AD100","AD200","AD300","AD400","AD500","AD600","AD700","AD800","AD900","AD1000","AD1050","AD1100","AD1150","AD1200","AD1250","AD1300","AD1350","AD1400","AD1450","AD1500","AD1525","AD1550","AD1575","AD1600","AD1625","AD1650","AD1675","AD1700","AD1725","AD1750","AD1775","AD1800","AD1825","AD1850","AD1875","AD1900","AD1925","AD1950","AD1975","AD2000","AD2010"
"937","Spain","Burgos",42.34089,-3.69976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6666666666667,24,27,31,36,74,136.5,163,0
"945","Spain","Cadiz",36.52969,-6.29266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,71.875,71.25,65,70,76.5,100,146,140,0
"971","Spain","Ceuta",35.88825,-5.31622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,37.5,60,66.5,75,0
"1013","Spain","Córdoba",37.88473,-4.77915,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,160,200,450,255,60,60,60,50,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,35.1666666666667,36,50,52,82,165,258.5,313,0
"1018","Spain","Coruna",43.37087,-8.39584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.625,28.75,32,43,68,134,210.5,242,0
"1088","Spain","Ecija",37.54105,-5.07948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,11.625,19.75,25,23,30,42,30.5,38,0
"1174","Spain","Granada",37.17649,-3.59793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,75,90,60,90,165,70,70,70,60,68,0,0,0,0,0,0,0,53,65.5,63,76,75,111,154,224,244,0
"1272","Spain","Jaén",37.76667,-3.78306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26.3333333333333,23,21,25,36.5,62,86.5,111,0
"1278","Spain","Jerez",36.68659,-6.1318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,23.1666666666667,39,65,55,68.5,108,162.5,184,0
"1425","Spain","Lorca",37.67241,-1.69819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22.1666666666667,23,51.75,66,67.5,71,61.75,72,0
"1519","Spain","Murcia",37.98344,-1.12989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,41.625,74.75,92,108,155,218,265.5,357,0
"1738","Spain","San Sebastian",43.32081,-1.98445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.375,14.25,21,30,70,114,168.5,180,0
"1745","Spain","Santander",43.46096,-3.80793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,25,41,54,78.5,102,164.5,184,0
"1954","Spain","Valladolid",41.64521,-4.7422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,24,23.6666666666667,42,52,68,84,124,282,319,0
"165","Sri Lanka","Colombo",6.93198,79.85774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,102,153,264,426,592.5,1538.33333333333,2000
"817","Sri Lanka","Anuradhapura",8.31481,80.41493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,65,130,95,60,57.5,55,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.5,19.5,38,57,0
"1142","Sri Lanka","Galle",6.02674,80.21748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,37,38.5,56,78,91,0
"1273","Sri Lanka","Jaffna",9.66895,80.00567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,44,77,117,0,0
"1651","Sri Lanka","Polonnaruwa",7.93286,81.00809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,50,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"62","Sudan","Khartoum",15.5881,32.53417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,40.5,68,790,3490,4000
"1328","Sudan","Kerma",19.6008,30.40973,0,0,0,0,0,0,0,0,0,0,0,0,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1536","Sudan","Napata",18.5349,31.83103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1579","Sudan","Omdurman",15.64535,32.47539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,91.5,114,205,0,0
"1487","Sudan / Nubie","Meroë",16.93752,33.75135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1607","Suriname","Paramaribo",5.82361,-55.1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,49,80,150.5,0,0
"240","Sweden","Stockholm",59.36846,18.06596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,7.5,8,8.5,9,12,15,27.5,40,52.5,65,70.5,76,81.75,93,152.5,301,442,851,1357,1280.33333333333,1400
"579","Sweden","Göteborg (Gothenburg)",57.75002,12.00002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.25,1.5,1.75,2,2.75,3.5,4.25,5,7,9,11,13,22.875,26,66,131,230,378,691,467,600
"1453","Sweden","Malmö",55.60337,13.00672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.625,13,31,60,115,192,250,260,0
"1567","Sweden","Norrköping",58.58723,16.18898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,17,26,41,60,85,117.5,122,0
"410","Switzerland","Zürich",47.38,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5.75,6.5,7.25,8,8,8,8,8,9.5,11,11,11,14.5,17,68,151,216,616,708,830,830
"866","Switzerland","Basel",47.55742,7.59257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,27,53.5,109,146,246,567.5,401,0
"882","Switzerland","Bern",46.94886,7.44564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.75,28,41,34,111,146,279.5,320,0
"982","Switzerland","Chaux de Fonds",47.09787,6.82163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,21.5,35,36,33,39.5,47,0
"1151","Switzerland","Geneva",46.19839,6.1423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,24,25.375,31,46,112,129,145,371,464,0
"1394","Switzerland","Lausanne",46.51996,6.6336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.375,17,27.5,46,82,106,222.5,290,0
"1741","Switzerland","Sankt Gallen",47.4241,9.37088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.875,11,19,33,66,68,114,133,0
"151","Syria","Aleppo",36.22999,37.17001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,64,56,48,40,41.25,42.5,43.75,45,55,62.5,70,75,70,67,62.5,58,59,61,62.5,64,65.5,67,68.5,70,71,72,0,0,104,124,153,363,740,1940.55555555556,2100
"166","Syria","Damascus",33.50005,36.29998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,33,35.3333333333333,37.6666666666667,40,45,50,50,57.5,65,62.7142857142857,60.4285714285714,59.2857142857143,58.1428571428571,57,90,90,82,74,74,65,60,60,60,60,60,62.5,65,67.5,70,72.5,75,82.5,90,100,127.777777777778,151.5,159,181.5,335,1100,1817,2000
"630","Syria","Hims",34.73,36.72001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,36,50.1666666666667,262,311.5,610.555555555556,550
"816","Syria","Antioch",36.2,36.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,150,150,150,150,150,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"819","Syria","Apamea",35.41667,36.38333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1034","Syria","Cyrene",32.825,21.85833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1086","Syria","Ebla",35.79806,36.79861,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1198","Syria","Hama",35.13333,36.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,45,36,156,198,0,0
"1467","Syria","Mari",33.32213,35.64237,0,0,0,0,0,0,0,0,0,0,0,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1520","Syria","Mureybet ",36.04341,38.12874,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1690","Syria","Ravy",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,55,55,55,55,55,67,83.5,100,100,100,92.5,85,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1762","Syria","Seleucia ",33.09444,44.52222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1877","Syria","Tell Brak",36.68246,41.05452,0,0,0,0,0,0,4,4.5,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1939","Syria","Ugarit",35.60186,35.78255,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1980","Syria","Washshukani",36.85,40.06667,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","Taïwan","Taipei",25.01669,121.4499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,79,196,503,2000,4899,6500
"118","Taïwan","Kaohsiung",22.63332,120.2665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,276,999,1491,2500
"119","Taïwan","Taichung",24.15173,120.6816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,40,207,547,966,2500
"313","Taïwan","Tainan",22.99999,120.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,78.5,47,85,229,523,735,1100
"526","Taïwan","Hsinchu",24.81678,120.9767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,123.5,226,373,650
"701","Taïwan","Taoyuan (Chungli)",29.52281,106.5558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,652,1600
"1239","Taïwan","Hsintien",24.72937,121.7744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,272,0
"1623","Taïwan","Pengfu",24.98295,121.4184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631","Tajikistan","Dushanbe",38.56005,68.77387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,191,411,567.333333333333,550
"1334","Tajikistan","Khojent",40.28267,69.62545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,31,37,58,113,0,0
"116","Tanzania","Dar es Salaam",-6.8,39.26833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,30,69,517,1992.77777777778,2600
"2026","Tanzania","Zanzibar",-6.16573,39.20273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,39,50,110,0,0
"1473","Tchad","Massenya",11.40309,16.1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,49.5,0,0
"29","Thailand","Bangkok",13.75002,100.5166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,600,375,884,4300,6320,8000
"846","Thailand","Ayutthaya",14.34778,100.5605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,100,125,137.5,150,125,100,112.5,125,137.5,150,155,160,0,0,0,0,0,0,216.5,107.333333333333,42,76,0
"1205","Thailand","Haripunjai",18.58639,99.01194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1829","Thailand","Sukotai",17.00722,99.78972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1890","Thailand","Thonburi",13.725,100.4858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,450.5,0,0
"1407","Tibet","Lhasa",29.64555,91.14086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,49,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,72.5,65,57.5,50,0,0,0,35,20,70,80.8333333333333,126.666666666667,0
"405","Togo","Lome",6.13195,1.22275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,28,224,658,850
"738","Trinidad & Tobago","Port of Spain",10.65957,-61.4789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,65,111,367.5,447.5,525
"152","Tunisia","Tunis",36.80279,10.17967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,50,50,50,65,65,0,0,0,0,0,0,0,69,69.5,70,80,90,90,0,0,165,187,365,915,1741.66666666667,2100
"964","Tunisia","Carthage",36.88072,10.32028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,150,100,83,66,83,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1290","Tunisia","Kairwan",35.67919,10.09704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,100,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6666666666667,19,32,54,0,0
"1505","Tunisia","Monastir",35.76,10.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0
"20","Turkey","Istanbul (Constantinople)",41.10501,29.00999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,168,300,350,400,350,300,250,300,300,250,200,200,150,100,100,80,75,45,200,430,660,680,700,700,700,700,700,662.5,625,597.5,570,675,785,873,1050,817,983,3200,8832,11100
"71","Turkey","Ankara",39.92726,32.86438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,27.5,32,54,289,1600,3203,3750
"117","Turkey","Izmir (Smyrna)",38.44001,27.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,69,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,105,135,132.5,130,127.5,125,135,150,150,201,99,228,760,2250,2600
"241","Turkey","Bursa",40.2,29.06999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,70,130,45,54.5,64,76,70,65,60,0,0,0,0,0,50,0,0,48,76,65,100,346,1184,1400
"304","Turkey","Gaziantep",37.075,37.38498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,48,73,301,862,1150
"327","Turkey","Adana",36.99501,35.31999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,7.75,16.5,36,39,64,118,475,1133,1100
"366","Turkey","Konya",37.87503,32.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,100,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,44,71,64,247,761,950
"464","Turkey","Antalya",36.89,30.69996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,18.3333333333333,27,131,606,750
"514","Turkey","Kayseri",38.73498,35.49001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,52.5,50,60,56.5,53,47,40,45,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,50,65,207,525,675
"602","Turkey","Diyarbakir (Amida)",37.92001,40.23003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,72,64,56,48,40,41,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,36,32.5,45,169,551,575
"722","Turkey","Mersin",36.7999,34.63254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,37,152,544,600
"726","Turkey","Eskisehir",39.77008,30.51755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,32.3333333333333,88,260,483,570
"769","Turkey","Adrianople",41.66667,26.56667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,127,141.5,156,171,150,135,120,102.5,85,83.5,82,81,80,0,0,0,81,0,0,0,0,0
"770","Turkey","Afyon Karahissar",38.77,30.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,30,63,128,0
"773","Turkey","Aivali",39.32128,26.69867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,30,0,0,0,0,0
"796","Turkey","Amasia",40.65,35.83333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"843","Turkey","Aydin",37.85,27.84333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,35,29,20,61.5,144,0
"900","Turkey","Bitlis",38.40087,42.10991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,38,0,0,0,0,0
