107
942
1156
1158
1221
1305
1393
1081
1760
87
522
911
1224
1582
1899
91
523
18
249
303
408
471
504
641
1608
1737
1744
331
813
1083
75
80
185
278
338
858
879
959
1227
1546
210
1176
1419
1731
1097
196
850
642
32
231
419
897
1064
1671
1795
187
661
904
923
1182
1503
1970
192
371
789
930
1020
1157
1411
1427
1479
1532
1590
1911
1964
345
765
228
312
543
1658
1921
1765
6
21
55
81
88
90
99
108
129
182
193
197
232
235
279
399
411
420
435
436
505
524
525
552
553
557
603
612
662
663
664
665
743
1078
1562
1570
1586
1595
1742
1747
332
1646
1663
1719
1777
1783
1790
1958
1967
297
266
809
1262
219
290
42
82
159
353
393
395
518
537
1196
1200
1422
1812
1991
2033
666
44
421
519
994
1261
1858
1956
2034
12
13
17
19
28
48
51
57
69
73
79
84
86
89
96
97
102
111
127
143
144
145
148
157
158
160
171
184
188
194
195
204
206
207
208
209
212
214
215
216
217
229
233
234
258
276
287
310
330
333
339
356
358
360
367
368
369
373
380
382
383
384
388
389
391
407
409
414
417
432
434
437
438
442
446
475
478
479
484
501
502
503
506
507
521
536
539
541
550
551
554
556
558
586
588
589
590
606
607
613
639
643
651
654
667
668
697
698
700
709
712
713
714
716
717
727
728
732
734
735
736
744
745
746
814
818
1117
1241
2010
1859
1648
1998
1228
1978
1535
1391
1408
1640
1927
1933
976
993
1001
1131
1238
1482
1997
1930
1346
1277
1289
1429
1254
1340
1781
995
1240
1248
1304
1341
1345
1772
1905
1833
1202
1342
1386
1418
1880
1983
1434
1336
1371
1934
2008
2022
1219
35
95
149
189
400
401
485
669
1460
448
30
250
267
508
670
251
527
314
486
1122
1650
141
1475
1746
291
837
926
935
1593
1638
1696
213
760
761
1577
1965
559
161
130
220
1029
10
60
614
671
766
795
831
839
936
951
1011
1040
1163
1217
1220
1462
1480
1484
1540
1597
1635
1678
1727
1865
1867
1888
1897
2025
268
1706
1069
1700
120
815
842
908
1168
1206
315
764
1862
22
252
257
378
444
447
632
652
653
774
800
808
811
824
841
885
886
912
913
922
946
954
988
1003
1007
1061
1062
1077
1180
1396
1397
1403
1414
1426
1491
1508
1509
1510
1517
1533
1553
1584
1618
1649
1697
1699
